评测时间,评测游戏时长(小时),推荐与否,评测内容,有帮助数,系统予以的评测权重,steamid,此游戏总游玩时长(小时),拥有游戏数量
2025-03-21 14:38,22.3,推荐,"Go Back I Want To Be Monkey!  Lego Monkey King the game is the game of all time. You can staff, you can dash and most importantly you can drink! This might be game of the decade for me.... just ask me again in 5 years!",1,0.523809552192687988,76561198236938046,23.6,188
2025-03-20 01:14,41.6,推荐,"very cool. i would say if your looking for a souls like that is not as difficult (imo) as dark souls or elden ring but still provides a quality experience, this is your day. interesting levels and bosses with awesome art and a unique look into chinese mysticism. i really liked the between chapter music videos each in their own art style that add lore context to what your playing",2,0.523809552192687988,76561198373904960,41.6,0
2025-03-19 09:04,13.6,推荐,"well... I'm very exhausted at 4-th location, game is actually good but not for me (I've finished every Fromsoftware games, so reason is not in difficulty)",1,0.523809552192687988,76561198322071445,20.7,82
2025-03-19 00:32,83.0,推荐,love this game cant get enough i just wish it had a multipalyer mode,1,0.523809552192687988,76561199525913295,105.4,8
2025-03-17 22:17,3.0,推荐,"Only 3 hours into the game and the thing I like the least is the continuous walking into invisible walls, practically the game goes linearly from fight to fight with little exploration or story , fighting mechanics is the star here so far but more open-world exploration and a richer story would have made the game a winner for me, hopefully it'll pick up later on in the journey.",1,0.523809552192687988,76561199234480273,6.1,44
2025-03-16 09:51,63.9,推荐,"So much fun! I have been really enjoying making progress against the bosses during my sporadic free time. The linear progression makes it easy to pick right up where you left off. Boss fights are epic like souls games, but overall the experience is more forgiving. Absolutely recommend it, even at full price.",1,0.523809552192687988,76561197999500127,70.3,0
2025-03-15 21:45,80.3,推荐,Absolutely loved playing this game - The right amount of difficulty and amazing to follow story line.   Havent had this much fun since Elden Ring! - Would recommend!,1,0.523809552192687988,76561199164452394,80.3,0
2025-03-12 18:34,37.0,推荐,"Black Myth: Wukong is a cinematic masterpiece. This game has everything that I want gameplay-wise on a souls-like game, without being a ""true"" souls-like, because tbh its more similar to God of War PS4 all things considered. But anyway, if you're looking for a good story-rich game with fun gameplay BM:W will not disappoint. My only gripe with the game is that I feel the difficulty is kinda too easy, and some levels are very annoying to traverse, but its not enough to bring the game down. I'll breakdown my thoughts more down below, but TLDR:  10/10 peak game, a perfect experience overall, would smash yaoguais with my stick again.  Story & Worldbuilding: 10/10 I've never really had any interest in Chinese myth before, but after playing this game I literally read the entire original Journey to the West novel just so I can ""get"" the references in the game. The game's story and world feels like a love letter, a celebration of all aspect of Chinese mythology both ancient and new interpretations mixed with truly phenomenal original writing from the devs. I really like how the story feels like it keeps escalating again and again until Wukong- welp it's gonna be a huge spoiler if I continue, so just experience it for yourself. I guarantee, no matter how high your expectation is, its still going to blow your mind all the same.  Gameplay: 10/10 Gameplay is solid... nah who am I kidding, its perfect. We have the usual stuff like dodge roll, camera lock on, light and heavy attacks, jumps, etc., alongside fresh new take on the skill tree system. You can re-spec your skills at any point in the game which is HUGE for build variety and replayabillity. And speaking of build variety, there are a plethora of builds you can try with 3 distinctly different stances: Smash, Pillar, and Thrust.  We also have several spells that are unique and build-defining, alongside an enormous library of transformations to chose from. Also all the armor sets have set bonuses like in Monster Hunter, and all of them, yes ALL of them, enables completely unique builds. Its just a shame that some builds are CLEARLY way better than others though, so there's not really much reason to play them aside for wanting to challenge yourself. Now with all these combinations of spells and equipments, you can definitely live out your fantasy of become lore accurate Sun Wukong. Its just a bit of a shame that the bosses are quite easy, they won't really halt your progress for longer than 30-60 minutes at best until you learn how to beat them. But don't be mistaken, some particularly special bosses are still sufficiently difficult, warranting you to ""get good"" in order to beat them but they are way too few and far between. But I guess that's not really a problem because the lore for the bosses are pretty good and that fact carried the experience for me.   Sound & Music: 10/10 Its peak. It goes insanely hard almost every single time I don't know how they keep doing it. Sounds design was on point as well, I particularly really like the sound that The Destined One's staff makes when bonking people around and the sound of perfect dodges, like fr its super satisfying.   Environment & Level Design: 8/10 Oh it takes a LOT to render the environment alright, and was it worth it? yeah 100%. The game looks BEAUTIFUL. Every level are so artisticly crafted, every monument treated with immense detail and care, and everything is just so beautifully sculptured, like literally every corner you turn to, it looks good. BUT the level design? nahhhh I see what the level designers are trying to do but they're not cooking for real. I get that they're going for the ""larger than life"" type of feel but man some of these areas are just way too empty, and some areas are too annoying to traverse through because 1. The layout is just not that good, and the map is confusing at times and 2. Sometimes its kinda unclear where they want you to go. But most levels are good and also they got the whole ""connected area"" thing with shortcuts and unlockables which I really dig it so its still pretty good all things considered.  Aight thats it, I dont want the review to be too long, just wanna share my thoughts after completing the game for the first time. Its time for New Game +, and get my money's worth!",2,0.523809552192687988,76561198817563997,55.8,37
2025-03-08 11:11,98.0,推荐,"I haven't been more pleased with a AAA game in a very long time. This game completely shocked me. Once I started adapting to my skill set and learning the moves of the different bosses, this became such an enjoyable game. Absolutely loved it. The story is great too. 10/10 recommended. Worth every penny. This was my GOTY.",2,0.523809552192687988,76561198187649574,98.0,0
2025-03-02 05:52,7.6,推荐,"Play Mechanics 10/10 Story 10/10 Soundtrack 10/10 Graphics 10/10  Overall: 10/10 and highly recommended.",2,0.523809552192687988,76561198023084189,7.6,0
2025-02-28 18:56,124.0,推荐,"124hrs into the game beat game twice (ng+) and unlocked all achievements, I will say this is the one of the best semi open world, single player game with best combat design",1,0.523809552192687988,76561198069914593,156.6,0
2025-02-27 01:34,98.6,推荐,"Beautiful story, beautiful visuals, amazing soundtrack, great combat.",2,0.523809552192687988,76561199060442404,98.6,0
2025-02-26 16:48,71.5,推荐,This game really brings back my childhood memories of the movie Journey to the West. It's a pity that this game didn't get GOTY but it's still the best game that you shouldn't miss. (Absolute Cinema),1,0.523809552192687988,76561199637425867,109.2,0
2025-02-25 08:02,5.3,推荐,Best story game ever made. An absolute masterpiece.,1,0.523809552192687988,76561199217355292,33.4,60
2025-02-24 19:51,114.8,推荐,this game is simply incredible played it then played it again and again then elden ring lmao,1,0.523809552192687988,76561199728363707,115.7,0
2025-02-22 06:00,56.8,推荐,"[h1]Black Myth: Wukong — A Revolutionary Ode to Eastern Mythology [/h1]  [h2] Introduction[/h2] In an era where gaming constantly pushes boundaries of storytelling and technology, Black Myth: Wukong emerges as a thunderous declaration of China's cultural renaissance in the digital age. Developed by Game Science, this action RPG reimagines the legendary Journey to the West with breathtaking ambition, blending mythic grandeur with cutting-edge artistry. It is not merely a game—it is a pilgrimage through a world where every frame whispers ancient secrets, and every battle roars with the spirit of rebellion.  [h3]1. A Visual Masterpiece Rooted in Tradition [/h3] Black Myth: Wukong stuns with its painterly landscapes, where mist-shrouded mountains and crumbling temples evoke classical Chinese ink-wash paintings brought to life. Using Unreal Engine 5, the game transforms folklore into visceral reality: fur on the Monkey King’s armor sways with uncanny realism; rain slicks the scales of towering dragon bosses; and crumbling statues of forgotten gods seem to bleed centuries of sorrow. This is not just graphical prowess—it’s a love letter to China’s artistic heritage, proving that ""next-gen"" can coexist with timeless aesthetics.  [h3]2. Combat: Poetry in Motion [/h3] The game’s combat system dances between brutality and grace. Wukong’s staff strikes carry the weight of a thousand grudges, yet flow like calligraphy strokes—each dodge, parry, and transformation (into cicadas, giant apes, or spectral forms) feels like unlocking verses from an ancient martial arts manual. Boss battles ascend to operatic heights: imagine dueling a four-faced Buddhist colossus amid falling cherry blossoms, or outwitting a shapeshifting fox spirit whose laughter echoes through a moonlit graveyard. Unlike many soulslikes, Wukong rewards cunning as much as reflexes, weaving Taoist philosophy into its gameplay DNA.  [h3]3. Subverting Expectations, Honoring Legacy [/h3] While drawing from Wu Cheng’en’s 16th-century epic, Black Myth boldly reinterprets its characters. This Sun Wukong is no mere trickster—he’s a weary warrior haunted by celestial betrayals. Side characters like the Pig Demon and Spider Queen receive Shakespearean depth, their tragedies mirroring themes of karma and redemption. Environmental storytelling thrives: a shattered prayer bell might hint at a god’s fall from grace; bloodstained scrolls recount battles lost to time. This isn’t cultural appropriation—it’s cultural resurrection.  [h3]4. Soundscape: Where Myth Meets Metal [/h3] The soundtrack merges guqin melodies with thunderous percussion, while voice acting (in classical Chinese dialects) lends gravitas to every deity and demon. Combat sounds are visceral—the crack of a staff breaking armor, the otherworldly shrieks of underworld creatures—yet never drown out subtle details: the rustle of bamboo forests, the chime of distant temple bells. It’s an acoustic tapestry that bridges past and present.  [h3]5. A Watershed Moment for Global Gaming [/h3] Beyond its technical triumphs, Black Myth: Wukong challenges the West-centric gaming narrative. Its success proves that stories rooted in non-Western mythologies can resonate globally when told with authenticity and audacity. Early sales smashing records worldwide (including 10 million copies in 3 days) aren’t just numbers—they’re a roar from audiences hungry for new perspectives. As the gaming industry grapples with homogenization, this title stands as a beacon: true innovation often lies in rediscovering what others have forgotten.  [h2] Conclusion[/h2] Black Myth: Wukong is more than a game—it’s a cultural exorcism. It confronts the ghosts of colonial-era erasure, wielding Sun Wukong’s staff not just as a weapon, but as a brush painting China’s myths onto the global consciousness. For players, it offers an unforgettable journey; for developers, a masterclass in balancing tradition with innovation. As the credits roll, one truth becomes clear: the Monkey King has finally broken free from the pages of history—and the gaming world will never be the same.",2,0.523809552192687988,76561198835452838,56.8,0
2025-02-21 19:47,65.3,推荐,great visual even though running in my OG ally. great story gameplay 10/10!,3,0.523809552192687988,76561198104104988,65.3,0
2025-02-19 23:25,9.3,推荐,One of the best games I've played. Love the detailed graphics and polished game play. The story is very good too. This game is highly underrated and was my personal game of the year in 2024 and so far in 2025.,2,0.523809552192687988,76561199677663100,36.1,48
2025-02-14 21:36,22.2,推荐,"Alright bought this game since launch but couldn't play cuz my 7th gen cpu and 1080Ti weren't handling this game good enough. Just started playing the game for 3 days since I upgraded my PC solely and purely to be able to play this game and man This game does not disappoint me at all. Being an asian and grew up watching journey to the west original series 2 episodes per week from the local channel since it was the only form of entertainment back then with sanction, dictations and stuff. No video player nor any player of any kind the only thing I had growing up for entertainment was one television set every 20 household have to go to the neighbour house with the whole family just to watch that show every week. Not every people are allowed  to buy it either lol. Anyway thats how much this game gave me nostalgia. That show took over 10 years for me to finish from my age 8 - 18. So literally a third of my life grew up watching that one and only show. I was too afraid that this game would disappoint me but no . This game is literally worthy of every praise it got. It literally depicted most of the lore more or less accurate or within relatable nature. This game lore is chronologically after the journey to the west 2 if you guys know it. Yes there was the script for journey to the west 2 after the first journey to the west. but for some reason it was not globally renounced or something I dunno. I had watched a couple of episodes from jtw 2 here and there while I was travelling to china back in 2003 for a month from my hotel channel. But I dunno why it was not globally popular or something. But anyway this game will not disappoint you in anyway at all. Take it from long time fans of JTW since its humble beginning like 28 years ago.  The gameplay wise perfect. The graphic man it would be really great if my rig can utilize it to the fullest with RTacing and such to the fullest. But sadly cant. But still it looks stunning. The lorewise man, it makes sense and relatable not totally strayed apart from the original story and such. One reminder this game is not JTW ok. This game is the showcase of a new aspect of timeline and storytelling after the JTW and JTW2 focusing mainly on SWk related stuff.   This game is a must have.",1,0.523809552192687988,76561198167263901,54.1,0
2025-01-27 18:56,69.0,推荐,"There is nothing i can say of disliking it maybe just that it doesnt have open world and parry + block system (i mean it does have parry but not the type i wanted exactly) but other than that its a masterpiece in terms of gameplay,cinematic,sound,art,story,character designs,etc. To be honest in some ways i do feel like it shouldnt be open world either but whatever XD",1,0.523809552192687988,76561198357127751,69.0,0
2025-01-11 01:51,51.5,推荐,"Upon review of this game before playing it I noticed a mixed bag of 'Soulslike' comments. I can attest that it did indeed have those elements.  A more linear play style with a good chunk of boss rushing between 5 Chapters. As you get through the first couple chapters into the belly of the game it really opens up.  For some that's a deal breaker, for me it's a nice reward of exploration after back-to-back boss encounters.  The minimal HUD is a nice touch, along with very smooth fighting styles.  It allows you to really take in the stunning landscapes without too much clutter, big fan.   As someone who's mainly playing open world RPG's, this was a frustrating, yet rewarding grind. Contrary to some folks opinions, I quite enjoyed the story line as I progressed. The elements of companions and NPC's gave it a lot more life than a 'Soulslike', which I appreciated.   The last boss may of taken me 32 tries to beat, but if I can do it anyone can.  8/10",1,0.523809552192687988,76561199708033153,51.5,0
2024-12-04 23:10,71.9,推荐,"This game has some of the best graphics I've ever seen, and it is also very artistic. It feels very authentic to a classical Chinese tale rather than completely modernizing it to appeal more to the masses. It's on-the-rails rather than open world, but there are a lot of optional pathways and secrets to discover that can keep it replayable.",1,0.523809552192687988,76561198030696026,71.9,0
2024-12-04 08:40,289.9,推荐,"Black Myth: Wukong, is a great game, lots of action and very entertaining, it's a Masterpiece.",1,0.523809552192687988,76561197989541994,535.9,0
2024-12-04 08:09,56.7,推荐,"Graphics: 100% Story: 1000% Gameplay: 100%  What else do you need to know?",1,0.523809552192687988,76561198059690788,80.2,0
2024-12-04 01:07,48.6,推荐,"Simply amazing. Every fight is challenging yet really enjoyable and the Chinese myth they told made me intrigued. No gimmick, no puzzle bullshit, no do this do that quest as well which is very refreshing for an action game title. This game is goty pick for me.",1,0.523809552192687988,76561198255917949,48.6,221
2024-12-03 22:35,27.7,推荐,"After playing many hours and slowly understanding the game mechanics, it get's more fun and the challenge is more interesting to beat the boss using some form of strategy. Plus the theme story of Sun Wukong makes it interesting to continue",1,0.523809552192687988,76561199799538120,36.6,0
2024-12-03 22:26,37.4,推荐,"Overall this game is worth playing, but it is not without faults. The positives include fantastic visuals and thematics, satisfying audio and character design, and extensive progression options. Some of the negatives stick out like a sore thumb however - the biggest being combat with larger enemies can feel frustrating due to invisible hit boxes making your combos or finishes miss (Wukong will look like he should be in range and then completely whiff). There is also a high performance requirement and it took a lot of tweaking to get the settings right. I'd recommend waiting for a sale.",1,0.523809552192687988,76561198026323236,37.4,192
2024-12-03 10:34,70.0,推荐,"The graphic is amazing. As someone who grew up with ""The Journey to the West"" stories, I think the stories in the game are as amazing as the graphics. My top choice games are story rich games, this game does not disappoint me. I feel satisfied. I'm looking forward to the DLC.",1,0.523809552192687988,76561198007371702,70.0,0
2024-12-03 06:04,48.3,推荐,It's actually a pretty solid game despite its flaws. I wish there were less invisible walls and a map would also be handy since a lot of areas look very similar.   Probably my 3rd favorite game that released this year.  (Edit: They added a map. Yey for the newcomers.),1,0.523809552192687988,76561198363784559,48.3,164
2024-12-02 21:38,25.5,推荐,"Cleanse the world with blood, and grow lotuses in it."" Love that quote.",1,0.523809552192687988,76561198822821683,25.5,0
2024-12-02 16:18,22.7,推荐,Great gameplay and very fun and immersive. Tricky but not too hard. Definitely worth the price if you like this type of game  Edit: The more i play and the further i progress in this game it gets more and more fun to play.,2,0.523809552192687988,76561199243069098,31.7,0
2024-12-02 13:08,96.6,推荐,"An enjoyable action RPG in a mythology and setting that should be explored more, and an entertaining spiritual sequel to the classic work.",1,0.523809552192687988,76561198026423004,96.8,0
2024-12-02 08:46,151.9,推荐,This was by far a fresh breath of air. We havent a good game like this in years since elden ring. My only complain is that it isnt long enough.,1,0.523809552192687988,76561198108049950,151.9,0
2024-12-02 03:30,16.6,推荐,Amazing story! i wish my pc was strong enough to see the visuals the way they are ment to be seen.,1,0.523809552192687988,76561198065107287,46.0,0
2024-12-01 20:39,74.2,推荐,"Invisible walls can be weird till you get used to them, there should be a mode that lets you fight bosses you have beaten and the stances should have changed more of your basic combat. Everything else if fantastic.",1,0.523809552192687988,76561198970447718,74.2,0
2024-12-01 19:49,239.4,推荐,"This game is really amazing! Especially when you play through the first 4 chapters! The 5th chapter is also good, but when you finished the previous chapters, the only feeling when you finished the 5th chapter is ""what? done? I haven't played enough!"". The 6th chapter is less fascinating, but the end of the game is EPIC!!! It's definitely my GOTY! Good enough in plots, graphics, combat, difficulty, and music & sound. Not a perfect game, but definitely a top game! Go Wukong Go!",1,0.523809552192687988,76561198023855384,260.9,0
2024-12-01 08:10,48.9,推荐,Great Game. It was tough at the start but it was fun the entire time,1,0.523809552192687988,76561198063054867,48.9,215
2024-12-01 02:36,13.4,推荐,"Outstanding narrative, visuals, and difficulty. The boss fights are fantastic with stunning backgrounds and boss mechanics are extremely fun to learn given your wide skill tree. Great game!",1,0.523809552192687988,76561198068413737,14.4,161
2024-12-01 01:48,23.1,推荐,The graphics are impressive. The game is mainly focused on fighting bosses. I just finished the third act. The game gives you a hard time sometimes.,1,0.523809552192687988,76561198202156758,32.6,349
2024-11-30 23:50,53.6,推荐,"One of the best games I've played in recent years. The areas are visually stunning and the story is compelling and keeps you invested all the way through. Combat is also a 10/10. Game was sort of difficult at the beginning, but becomes way too easy as you craft gear and unlock a bunch of spells. Would recommend in a heartbeat.",1,0.523809552192687988,76561199125053178,59.1,305
2024-11-30 22:39,129.8,推荐,"The game is absolutely astonishing. Good story, great voice acting, mythical lore & game play is top-notch. The fighting style of this game is quite great. The fighting technique is unique and you can master it to your own liking. Souls-like game with a different twist. Have fun playing it and it was awesome. The main character vibe is spot on. Can't wait for the DLC or something similar to it.",1,0.523809552192687988,76561198134055469,129.8,244
2024-11-30 09:29,43.5,推荐,"Without being familiar with Journey to the West it can take a while for the narrative to take focus.  With that being said, you likely won't care - because the game is both a visual and gameplay treat.  Definitely recommended for anyone that likes this style of game.",1,0.523809552192687988,76561197972539408,43.5,0
2024-11-30 00:17,108.2,推荐,"First Impressions of Black Myth: Wukong  When you first step into the world of Black Myth: Wukong, it's hard not to be swept away by its sheer ambition and artistry. Developed by Game Science, this action RPG is a jaw-dropping blend of Chinese mythology, intricate storytelling, and cutting-edge graphics that immediately sets a high bar for the industry.  The visuals are, quite simply, breathtaking. From the meticulously designed environments to the lifelike animations of Wukong and his adversaries, every frame feels like a piece of art. The Unreal Engine work here shines, with stunning particle effects, realistic lighting, and attention to detail that immerse you in the mystical land of Journey to the West.  Combat is another standout. It’s fast, fluid, and immensely satisfying, combining traditional hack-and-slash mechanics with Wukong's shapeshifting abilities. Whether you’re fighting hordes of enemies or squaring off against massive, screen-filling bosses, every encounter feels unique and challenging. The game doesn’t shy away from difficulty, but it's the kind that pushes you to strategize rather than frustrate.  What truly sets Black Myth: Wukong apart, though, is its commitment to its cultural roots. The game draws heavily from Chinese folklore, presenting it with a reverence and depth that feels both fresh and authentic. The lore is rich, and even the smallest details — like the design of NPCs or the inclusion of traditional music — reflect a labor of love.  While this is just an early impression, Black Myth: Wukong already feels like a masterpiece in the making. It promises not only to be a major step forward for the gaming industry but also a beacon of how storytelling, art, and gameplay can come together to create something truly extraordinary. If the final product delivers on this potential, we’re looking at a genre-defining experience.",1,0.523809552192687988,76561198941314196,116.7,66
2024-11-30 00:16,50.8,推荐,Good game with story and combat mode with great level of boss fights,1,0.523809552192687988,76561198845607290,50.8,25
2024-11-29 21:30,66.7,推荐,"Most cinematic and visually appealing souls-like I've ever played. The combat, gameplay, equipment, and character building are all excellent.  A few frustrating design decisions here and there, like not being able to complete the purple talisman quest if you defeated the boss first, same with Daoist Mi. Some bosses felt a bit gimmick-y, and don't even get me started on Hundred-eyed Daoist Master and his lock-on + hitbox combo.  Other than that, there are lots of surprises and fun innovations throughout the game, which keeps it interesting and prevents it from becoming repetitive.  Overall I found the game to be easier than FromSoftware games (which are my closest comparisons to this game). In my opinion, the fact that you can defeat many bosses on your first try makes them more forgettable and fails to give you the usual feeling of accomplishment compared to a more difficult boss.  However, these minor setbacks in combat design and difficulty were made up for the absolutely astonishing experience that the game delivered through the storytelling, visuals, cutscenes, art direction, and just a general feeling of grandeur and epicness throughout its duration. This is the best non-FromSoftware souls-like game I have played.  In one sentence: linear Elden Ring with one point from combat and boss design respecced into visuals and storytelling.  9/10",1,0.523809552192687988,76561198103878862,66.7,174
2024-11-29 20:41,73.3,推荐,"My First 100% Completed Single-Player Game  As someone who usually dabbles in multiplayer games or starts single-player adventures but rarely sees them through to the end, Black Myth: Wukong managed to do what no other game has done for me—it became my first-ever 100% completed single-player experience, and I had an absolute blast doing it.",1,0.523809552192687988,76561198075474531,73.3,93
2024-11-29 20:16,69.4,推荐,"A game with an impeccable story, one of the best games of 2024.",1,0.523809552192687988,76561198065806048,69.4,153
2024-11-29 06:37,19.8,推荐,i like the game but some of thes boss fights are the reason we hope some peopel get cancer and the worst type cus some of the bosses are bs and i wud love a working dodge,1,0.523809552192687988,76561198078049058,37.0,332
2024-11-29 04:53,110.0,推荐,"The art design of Black Myth: Wukong fully showcases the depth of Chinese traditional culture, with rich character designs and magnificent scenery that leave a lasting impression. The combat system blends the essence of Chinese martial arts, with smooth, rhythmic moves that feel both powerful and graceful. As a player, I truly feel proud of this Chinese game, and I look forward to seeing more outstanding works like this in the future.",1,0.523809552192687988,76561199477715845,135.9,29
2024-11-29 03:08,89.6,推荐,"Reject humanity - return to monke  downside:  All the alpha-walls are extremly immersion breaking and discourage exploration at times (It made me quit within the first hours, but I am glad I came back) Level design can be frustrating  upside:  stunning visuals / music / art fun and rewarding gameplay fleshed out and interesting characters/world/story (curiosity will always be rewarded) souls-light, many elements are there, focus feels more on action though a bit easier than other souls games, still challenging at times so much freedom to switch weapons/armor/skills around (please fuck around and find out, it will help you) a lot of variety in the chapters/environment boss designs quality and frequency are high  9/10  would journey to the west again",1,0.523809552192687988,76561198133308107,89.6,0
2024-11-29 02:24,51.5,推荐,"This game left me speechless.   From the smoothness of the gameplay to the richness of the chinese mythology. Everything was spectacular. It is a game that keeps you immersed in the story and wanting to find out more. Even after the game is completed, you will still want to play through again (New Game Plus) as you get even more rewards and it's almost like a revenge run lol.",1,0.523809552192687988,76561198119540225,55.3,26
2024-11-29 02:11,32.7,推荐,"Amazing game, the view, the sound track, gameplay all of this game is just amazing!",1,0.523809552192687988,76561199166204145,41.2,58
2024-11-29 00:27,101.9,推荐,It's a great game with a beautiful world design and an amazing story elevated higher if you're a fan of the original story. It has fun game play and unique enemy types with cool boss fights. 10\10,1,0.523809552192687988,76561199556538707,103.0,138
2024-11-28 22:40,1.7,推荐,"Top game, insane story, insane graphics, pure GOTY material.",1,0.523809552192687988,76561198450204208,6.0,10
2024-11-28 22:05,49.6,推荐,Great and very fun game. Dev's put a lot of care into it. Combat is very fun and satisfieing.,1,0.523809552192687988,76561198296722049,57.8,185
2024-11-28 17:29,104.2,推荐,This is the best game I have ever played. It’s challenging but really fun and visually amazing. I got a lot of value from it and just as good on a second play through. Highly recommended!,1,0.523809552192687988,76561199783519464,104.2,0
2024-11-28 16:00,102.5,推荐,"As the first 3A game in the Chinese gaming industry, Black Myth Wu kong is still outstanding in terms of combat. The art and visual style are beyond words. If you really want to understand this story, you must give it a try and experience the thrilling journey of Journey to the West firsthand",1,0.523809552192687988,76561199492310235,199.3,56
2024-11-28 15:51,64.0,推荐,-be normal monkey -want live forever -kill everything that stands in the way of you and immortality  -get defeated by bold man - be in moutain for 500 years,1,0.523809552192687988,76561198818066579,97.2,63
2024-11-28 09:35,4.0,推荐,"The game is fascinating and there is no difficulty selection so it forces you to learn the attack patterns and not play crazy, it's fun although now I don't have time to play for hours I think it's a good game up to a point and even more if you like its mechanics and the mythology of Wukong which is one of my favorite characters.  PS: I'm already waiting to be free to be able to play at ease.",1,0.523809552192687988,76561198321850118,4.5,47
2024-11-28 09:09,48.6,推荐,"jogo impressionante graficamente, gameplay gostoso e com boa resposta, historia não é o forte, mas não deixa ser interessante",1,0.523809552192687988,76561198076595926,48.6,0
2024-11-28 07:01,30.5,推荐,"This game contains wonderful interpretations of the stories in [i]Journey to the West[/i] and has very smooth gameplay and combat to go with it. Secrets require thinking but can be discovered through natural gameplay as well. Overall, highly recommended.",1,0.523809552192687988,76561198134553662,30.5,264
2024-11-28 06:24,43.7,推荐,My man Zhu Bajie is the realest mf I have ever met. Also the animated cutscenes after each chapter are very nice. great game,1,0.523809552192687988,76561199045371633,72.0,63
2024-11-28 03:13,59.6,推荐,"Very good story-lined RPG, can be difficult to pass a certain point sometimes but generally are not too hard. Very good graphics, therefore needs a good graphics card:)",1,0.523809552192687988,76561199396906971,66.2,0
2024-11-28 02:43,31.8,推荐,"Very enjoyable experience so far, bosses have been challenging but not overly impossible or utterly frustrating (aside from Yellow Loong wow that guy is annoying). Currently on Chapter 4 as of writing this review and I am enjoying the experience.",1,0.523809552192687988,76561198084226045,52.5,0
2024-11-28 02:33,33.0,推荐,10/10 Game.  Good Gimmick Fights design (like fights with companion) which is actually better than FromSoftware's design. A good game that designs fights against huge enemies by zooming out the camera.,1,0.523809552192687988,76561198060924405,33.0,563
2024-11-28 02:30,98.5,推荐,"Awesome game that had me continuously stuck to the screen for the longest time! Graphics were great and out of this world, combat was fun though the learning curve was steep for me coming into this genre.",1,0.523809552192687988,76561198005119656,98.5,76
2024-11-24 04:25,33.3,推荐,"This game is amazing. It looks amazing, the gameplay is amazing, the lore and cutscenes are amazing, it's all just really good. The only thing I'd complain about is the lack of any sort of mapping, but I completely understand how that would be detrimental to the exploration aspect of the game. It makes sense to not have one because learning the terrain and exploring to find out if you missed anything is a much better experience over glancing at a map and mindlessly beelining for the checkpoint marker.  The bosses and NPCs are all unique and that honestly blows my mind considering how many of them there are in this game. I love the way the different animals actually act like they're that animal and aren't just human personalities wrapped in an animal shell. The wolves growl and bark, the rats snarl and sniffle, the foxes yip and chitter, the monkeys yap and spin, the felines roar and display their impressive agility despite their enormous sizes, the boars try to flip enemies with their snouts, the frogs use their legs and tongues to their advantage, the cobras hiss and spit, etc. It really feels like you're interacting with the animal and all of its unique characteristics and traits and not just, again, a sowrdsman in the body of an animal that has nothing in terms of mechanics or behaviors to show for it. Even the different types of avians and dragons behave like their species and act accordingly. The studio really did do a great job with this game.",1,0.523809552192687988,76561198073600299,123.3,163
2024-11-21 09:59,54.8,推荐,MONKEEEE'S BALLIN! Great game! Not perfect but an enjoyable experience! OOOUUUHHHHH OUUUUHHHH AHHHH AAAAHHHH!,1,0.523809552192687988,76561198100606545,54.8,0
2024-11-21 01:51,127.7,推荐,"Wasn't going to play this at first due to its difficulty, but was glad I did!  The first chapter was brutal for me, having never played a souls like before (I know it being a souls like is disputed), but once I got the hang of the mechanics and persevering through some early bosses that took me 30+ attempts, it clicked and was having a blast.  Graphically one of the best I've seen ever, story is excellent (if a little confusing if you don't read all the character entries) and is just good old fashioned fun.  Once I got past chapter two, I was doing pretty much all major bosses in one or two attempts and breezed through until chapter six. The end of it gets pretty tough against the last boss and the the secret boss that unlocks the alternate ending, but never unfair and just a case of learning the move sets - even if it took me ~40 attempts to beat the secret end boss!  Overall, I thoroughly recommend and is definitely my GotY for 2024.  P.S I've seen comments saying it's on a par with difficulty with God of War. In my opinion as someone who has now 100% competed both GoW games and Wukong, Wukong is a lot harder, but I had a lot more fun.",1,0.523809552192687988,76561198223983264,127.7,307
2024-11-20 15:21,35.6,推荐,perfect everythings just perfect but the bosses are kinda stressful to deal with its gonna take ya a couple of times,1,0.523809552192687988,76561198823802332,69.6,56
2024-11-19 18:22,54.8,推荐,"Visuals 11/10 Story 9/10  Combat 11/10  Once u learn the patterns from the bosses, the fights become so satisfying. I'll suggest to search for the hidden areas and missions online, since u can miss those so easily.",1,0.523809552192687988,76561198957537585,77.0,56
2024-11-19 02:25,90.8,推荐,"5 Sentence Review: 8/10  This game is structured exactly like Dark Souls where you fight through peons building strength to battle larger bosses, who, to their credit, are incredibly unique and challenging in their own right. Combat is cleverly designed and, although your own move set is limited, the enemies always bring unexpected tricks and evolutions - it is very balanced. Despite having a few issues rending shadows and light particles during long cutscenes, graphics are brilliant and everything runs smooth. Designers were creative, the Chinese mythology is super interesting, and I didn't mind the grind to scale or endless attempts to best difficult enemies one bit if it meant progressing to see what the next chapter has in store. Lastly, and most importantly, this game continued to surprise me with larger areas to explore and cool new features the deeper I went which kept me entertained for at least 60 hours and is a testament to how well crafted and balanced the game is.",1,0.523809552192687988,76561198079665881,99.0,0
2024-11-13 12:25,0.6,推荐,"Story, gameplay, music, graphics... just awesome! Didin't expect to see such a good game these days anymore. I love it. Truly a masterpiece!",2,0.523809552192687988,76561198379663033,1.9,0
