评测时间,评测游戏时长(小时),推荐与否,评测内容,有帮助数,系统予以的评测权重,steamid,此游戏总游玩时长(小时),拥有游戏数量
2024-12-17 10:55,5.0,推荐,"This game REALLY didn't have any business being as good as it did. Do yourself a favor, don't watch the full trailer and go in really blind. Honestly, this game was amazing for it's price. I never really leave reviews, but this was not only amazingly fun, but a WILD ride.",242,0.912654995918273926,76561198394250870,5.5,138
2024-12-24 04:36,6.2,推荐,Best story game i've played so far. Hoping for the major update to come soon.    I LOVE ALL THE MITAS AND OF COURSE MILA TOO.,275,0.894903659820556641,76561198811910962,11.5,66
2025-03-04 12:45,5.6,推荐,"I'm recommending this game because it's polished, looks great, and has an interesting story, but just be aware:  It's essentially a walking simulator with some mini-games and simple search tasks and puzzles. I mention this because it has overwhelmingly positive reviews, and everyone says to not read anything about it - to just go in blank. Well, if you don't like walking around a lot slowly (why can you only run in certain designated sections?) and clicking through/reading a ton of exposition and text without being able to fast-forward through it, you'll be bored. If you enjoy games primarily for their story, you may like this one.  It definitely is interesting in that it goes between freaky/cute/scary, but - you're here for the story.   I also wish you can save more. It auto saves after each section. To be fair, they're not super long, but you do need to beat each one before exiting, or you'll have to start over.",129,0.892940819263458252,76561197987162790,5.6,146
2024-12-28 06:06,5.3,推荐,"I played the demo for this game a while back after seeing it on youtube.  The full release definitely exceeded my expectations!  I definitely recommend going in blind too.  Several parts of the game caught me off guard, and I think it's more fun experiencing it that way!",158,0.890736579895019531,76561198390666225,5.3,0
2025-01-11 05:30,142.6,推荐,"It took me about 140 hours to complete the game, normally it would take about 3-5 hours but I was just having fun with Cappie. I love Cappie.   Praying for you 🕯️ O Great Mita 💝",119,0.879719316959381104,76561199004377750,174.6,38
2024-12-11 16:05,3.8,推荐,"(Written just after finishing my first run through)   Super interesting premise! I'm big on psych horror so wanted to give this a go as it stood out to me.  The good:   The atmosphere in this was outstanding, for the most part I felt cozy when I should've felt cozy and felt disconcerted and anxious when it was appropriate!.  The story was good. It had parts which I really didn't enjoy at all (Seriously Mita, yeah life looks monotonous if you exclusively show the parts where I'm in my room.) but the major story beats dont get spelled out to you in big bold letters, you get to piece together what happens and there's no real ending exposition dump which I was expecting.  The soundtrack was amazing! I loved it and had a great time listening to all the different vibes the OST had, super nice and my compliments to whomever cooked it up.   The Medium:  The minigames... Hit and miss. Some of them, showed up at the right time and were a nice and well needed break from whatever had me stressing out! Some of them dragged on wayyyyyyyyy too long (the guitar hero clone with Cool Mita (who is also my beloved wife btw)) and you couldn't back out of them once you started. Some were just not worth making the final cut of the game imo, namely shooting dragons on the ski lift tram. Just felt like I was being given stuff to click for the sake of it.  The Things That Didn't Work For Me But I'm Still Not Sure I'd Call Them Ugly:  Some of the puzzles were just... maybe I'm just stupid but I spent upwards of 10 minutes on some of these only to find out I should've been looking at a clock on a wall for 30 seconds? Some puzzles were cool and worked nicely but some maybe just felt silly. They aren't so hard you get stuck for an hour but when you're sat for 10 minutes looking for something it breaks up all the tension the previous 3 scenes worked to build up.    Overall a super enjoyable experience. I doubt this game will get much recognition, psych horror never really does well on a large scale but I expect this to get a cult following smaller than DDLC. I'd say it earns it.  A followup would be nice, maybe there's more endings for me to explore but for me a lot felt unresolved. Maybe I just wanted to kiss Mita, or all of the Mitas.  I'm feelin a strong 8 on this one out of all the Psych Horrors I've played. Exciting peaks but let down by some unfortunate mechanics and also some puzzles took me out of the vibe.   Hope to see more in the future!",177,0.90866696834564209,76561198086176235,3.8,0
2025-02-13 06:37,4.2,推荐,"it's unironically great  however, do play it blind, without watching any streams or youtube videos about it (hard, because its been everywhere, I know)  the only spoiler you deserve is a warning - the tags on the game aren't a joke, they're very real :-)",109,0.856895089149475098,76561198046135811,4.2,0
2024-12-18 09:50,8.5,推荐,"This game reminds me of [i]Doki Doki Literature Club[/i], as in ""Crazy b*tch tries to trap you in a video game for all eternity."" While DDLC excels in innovation, [i]MiSide[/i] shines in its presentation. From atmospheric music to overly cutesy and almost unsettling visuals, everything here is top-tier. Despite being a short story, it still manages to grip you with its tense narrative that sometimes makes you reflect on your life choices with its smart social commentary. Definitely worth the buck.  9/10",103,0.854446828365325928,76561198269458856,8.5,149
2024-12-11 17:46,3.8,推荐,"Played the demo: Cute yandere waifu? Check. A sprinkle of horror? Check. A glimpse into the abyss of love? Double check.   Played the full game: Cute yandere waifu? Check. Good psychological horror? Check.  A glimpse into the unspeakable atrocities she’ll commit? She’ll lovingly butcher anyone (even you), abduct you, and possibly lock you in the basement to be hers forever?  I'm so lonely pls send help",228,0.897222161293029785,76561199221078901,9.8,0
2024-12-16 08:34,10.8,推荐,"Wow, this game is absolute Cinema! The story and art was amazing!  I love every single Mita's!  Praying for you 🕯️ O Great Mita 💝",358,0.895023703575134277,76561199111732090,16.3,560
2025-02-15 19:14,3.8,推荐,"At first, I wasn't planning on trying out Miside, assuming it would be another stereotypical waifu-bait game.  But I gave it a fair shot and realized, while still having those elements, it also is much more.  [h3] Visuals and Atmosphere [/h3] Miside is a beautiful  game. The art style is unique, soft and dreamlike, which compliments the anime aesthetic. The level of attention to detail is astounding, making the world feel more alive than today's AAA games. Characters react to their surroundings, the player's input and all the animations are fluid and expressive. One other amazing thing is the way the subtitles appear dynamically in the world and even react with the environment. Considering that this game was created by two people, the quality is just insane. The soundtrack enhances the atmosphere of the game even further, adding a certain cozy vibe. The OST is easy to listen to, carries a mix of nostalgia, mystery, coziness and melancholy, which fits in the context of the game.  [h3] Characters [/h3] What I also love is the variety of Mitas you encounter throughout the game. Each with unique personality, mannerisms, and look, making them distinct and memorable. Engaging with them is genuinely fun, whether through conversations, observing their animations, or seeing how they react to the player. I'm also quite fond of all the chibi Mitas.  [h3] Gameplay [/h3] While the presentation is top tier, the gameplay is a bit lackluster. Most of the time, you'll be just going from place to place, occasionally solving puzzles or playing minigames. Unfortunately, the puzzles and minigames are extremely easy, and provide no challenge whatsoever. This makes the game accessible for anyone, which is a good thing, but I wish there was more of a challenge in the game. That being said, all the minigames are fluid and really well made, and still make the world so much more alive. One other issue I have is at times, it feels like the characters talk way too much. Sometimes I just wanted them to get to the point and move on.  [h3] Horror elements [/h3] The game does incorporate some horror elements, but the cozy art style and surroundings kind of diminish their impact. However, there are a few unnerving moments, like in the looping hallway and with old Mita. Although, this could just be personal preference.  [h3] Story [/h3] The story itself is solid, but by the time I reached the ending, I was wishing for something more. I wish the world of Miside could've been more explored, and not just in the context of the game world. However, the game is good enough to leave me wanting to know more about the world and the characters, so that speaks for itself.  [h3] Conclusion [/h3] Despite the shortcomings in gameplay, it doesn't take away much from the overall experience. Miside remains an wonderful experience with incredible atmosphere and characters. If you're skeptical about trying it, I absolutely recommend giving it a shot.",62,0.812055766582489014,76561198052697101,3.8,166
2025-01-05 00:14,6.8,推荐,"A surreal horror game that combines an eerie atmosphere with a variety genres of mini-game. The immersive experience is further enhanced by Kana Hanaiwa's impressive vocal range, a talented seiyuu that brings the characters and story to life, adding emotional depth and intensity to the narrative. Recommended.",137,0.811816155910491943,76561198081811009,6.8,1545
2024-12-31 02:41,6.6,推荐,"It's definately a game made with lots of love and creativity.  I found out about MiSide from watching some random YT recommendation, and the animation and artstyle instantly made me interested in it. And whilst watching a bit more, the OST and mini-games integrated into it really got me to try it out. I mean, a dating sim - I haven't played one in quite a long time, let's give it a go, right? True enough, the Mitaverse proved how fun it actually is.  Be prepared to face many different fun mini-games, interact with adorable artstyle, concepts and activities, as well as be surprised at the level of creativity the devs show for this game.  10/10, it is a gem made with lots of thought behind it, and is something of a staple that there are still devs out there who love to create fun, actual story-telling games, rather than money-grabbing, soulless gachas.  NOTE: The devs are currently working on a massive update for the game, too. Very excited to play it again when it comes out.",99,0.811767339706420898,76561198046074651,7.4,235
2025-01-25 19:00,25.9,推荐,"An absolutely incredible game. I bought it two days ago, and then spent like 25 hours playing it, extremely slowly taking in every location and environment. It feels like this was such a huge passion project, and I'm so extremely happy that I've got to play this game. Already got all the achievements and can't wait for the 'Peaceful Mode' to come out.  Despite MiSide being largly a horror game, I can't help but feel absolutely at peace in most of the safe locations. Like, I am so definitely gonna be coming back to this game every so often just to walk around and relax and enjoy the scenary after a weary day. Thank you so much to the devs for making this game. It is truly an incredible gem and I can't wait to see what more the future holds for it!! 10/10",61,0.8050079345703125,76561198800651544,26.9,38
2024-12-16 05:46,10.9,推荐,"Loved the game, great art style, interesting story. The English translation is a little awkward at times, but not so bad that I can't figure out what they Meant. It was a tad short for the price, only around 5 hours to play through, and 10 or so to get all the achievements, but there is also a bonus mode that says it will be added in a future update, which seems like it might be an endless freeplay, so that would help justify the price. Even without it though, I still think it's worth it, especially if you find it on sale.",120,0.85484766960144043,76561198069620739,12.2,58
2024-12-14 13:44,4.4,推荐,This game has left me with a feeling I am unable to explain. I hope I will recover tomorrow.    9/10,857,0.949370384216308594,76561199075719122,4.9,114
2024-12-23 07:36,5.8,推荐,"I believe the true horror was talking to women.  In all seriousness, a well made indie with a cool story. The tense passages had good pacing without being too overwhelming. I only encountered a few bad subtitles and bugs. Recommended even if you're not a big fan of horrors, given the apt length.",49,0.792573094367980957,76561198136234685,13.1,57
2024-12-28 06:43,7.2,推荐,"Who is Kind Mita? For the blind, she is vision. For the hungry, she is the chef. For the thirsty, she is water. If Kind Mita thinks, I agree. If Kind Mita speaks, I'm listening. If Kind Mita has a million fans, I am one of them. If Kind Mita has ten fans, I am one of them. If Kind Mita has only one fan, that is me. If Kind Mita has no fans, I no longer exist. If the whole world is against Kind Mita, I am against the whole world. I will love Kind Mita until my very last breath.",2102,0.939563393592834473,76561198101874830,7.2,0
2025-01-07 01:00,9.7,推荐,"[h2] MiSide[/h2]  I got curious about why this indie project gained so much hype, so I decided not to delay and dived right in to figure it out. Here's what I found out. https://steamcommunity.com/sharedfiles/filedetails/?id=3402044472 Even though the game is a psychological horror, it can actually be categorized as a ""comfort game."" It's comfortable to play, and it feels nice to be in its world. In my opinion, everything about the game - its colors, interface, and gameplay mechanics - is pleasant, comfortable, and even super friendly to the player. The story itself is a simple horror plot reminiscent of the 2000s, but that doesn't detract from the game at all. On the contrary, its simplicity works in its favor, and the atmosphere enhances the immersion. https://steamcommunity.com/sharedfiles/filedetails/?id=3401183672 The game has multiple endings, and the first one by default will be a bad ending. To unlock the path to the second ending, you need to finish the game once and then meet a few simple conditions at the start of your next playthrough. https://steamcommunity.com/sharedfiles/filedetails/?id=3401183776 There's nothing groundbreaking about it, but I found it to be a relaxing experience. I enjoyed chilling in it. Sometimes, you get tired of games overloaded with new or overly complex mechanics, tactics, and gameplay features, and you just want to switch off your brain and spend time in a game like this.",107,0.786755979061126709,76561198074260101,9.7,982
2025-01-15 13:15,4.7,推荐,this game hit lonely men in their rooms like crack hit impoverished neighborhoods in the 80s,215,0.936692774295806885,76561198498957658,7.0,272
2025-01-15 19:00,4.8,推荐,"I thought this game was horny bait but no, its a genuinely good narrative experience with a fun and engaging story and gameplay, in a breathtakingly beautiful visual style.   Spoiler up ahead: [spoiler]You get transported into a world where you don't have to work, everything is perfect and you get a silly gf. Why even try to escape... Whats the point. I don't get the normal endings purpose but the alt ending saved it for me. Would've stayed in the game world if it was available earlier.[/spoiler]",44,0.783766567707061768,76561198170035641,4.8,328
2024-12-29 11:51,11.9,推荐,"Amazing game. Enjoyed every minute of it. 100% worth buying. If you're into anime waifus, horror games and puzzles, you'll have a blast with this one.",340,0.876394987106323242,76561198029532282,12.2,980
2024-12-20 23:22,4.1,推荐,"[h1] A Unique Blend of Horror and Gameplay [/h1]  Miside offers a refreshing take on storytelling, combining engaging mechanics with a tense atmosphere. It exceeded my expectations in many ways, delivering a memorable, albeit slightly flawed, experience.  One notable drawback is the occasional frustration of unskippable conversations. While this may serve to immerse players in the narrative, it can sometimes feel unnecessarily restrictive.  At approximately four hours long, Miside is a concise yet varied experience. Its integration of mini-games and diverse gameplay styles ensures each segment feels distinct, keeping the narrative dynamic and engaging. This variety helps maintain a steady pace as the story unfolds, making the short runtime feel satisfying.  The game cleverly balances its cute and horrific sides, offering moments of lighthearted charm that contrast sharply with its eerie atmosphere. However, while the horror elements are technically well-executed, the character designs—[spoiler]particularly Mitu[/spoiler]—lack the visual impact to be truly scary. This undermines some of the tension, as the characters don’t fully convey the dread the story aims to evoke.  From a technical standpoint, the atmosphere is consistently tense, employing effective techniques to keep players on edge without overusing jump scares. Instead, Miside relies on subtle psychological horror and environmental storytelling, which work well to immerse the player.  Unfortunately, the game’s community is a major drawback. It is dominated by immature individuals, with some members sharing questionable fantasies about the characters. I strongly advise against joining the Discord server or engaging with the community, as it detracts from the game’s appeal. Blocking communication with community members is recommended.  Despite its minor quirks and the problematic community, Miside is a well-crafted game that stands out for its gameplay variety, distinctive dual-tone narrative, and haunting atmosphere. It's a must-play for fans of innovative storytelling and horror who don’t mind a touch of charm in their scares.",94,0.775905132293701172,76561198267684212,4.1,323
2024-12-16 03:24,4.3,推荐,"I absolutely love this game! Even though I’m not usually a fan of horror, this game strikes a great balance between scary moments and calmer, dialogue-driven gameplay. I’m honestly sad that I’ve finished it—I would have loved a longer story. That said, the 4 hours of gameplay still felt really satisfying. Now, I’m left wondering what game could possibly fill the void Miside has left in its place",108,0.869482874870300293,76561199184416919,5.6,86
2024-12-31 16:05,4.8,推荐,"MiSide was an amazing experience that I went into blind, and it exceeded all expectations. The story, being roughly 4 hours long, was both highly intriguing and entertaining. It is a nicely done blend of horror and cute, with a complementing anime art style. An absolute masterpiece.",62,0.765798747539520264,76561199698297251,4.8,305
2025-01-03 06:06,4.8,推荐,"It is insane just how seamless all the transitions between all the different sections of this game are. One of the most polished and immersive indie games I've ever played. Don't even get me started on the story, so many parts caught me off guard. Just play this game, it's so good. 10/10",71,0.763509213924407959,76561198801154173,4.8,0
2024-12-16 06:25,7.8,推荐,"You can feel the love the developers have for this game, as the attention to detail is nothing short of incredible.   By the end of the story, I was left mixed feelings, but in the best possible way. 10/10",42,0.742697834968566895,76561197965048185,7.9,138
2025-01-07 06:48,5.5,推荐,"This game is a real horror, because most men will never get a girlfriend that require nothing from you. She just want you to stay. I want it too. We want it too...",441,0.840552568435668945,76561199437897273,5.5,0
2025-01-18 07:30,4.4,推荐,"One of the most interesting and beautiful psychological horror game I've played in a while, not only is it filled with cuteness, but it's also filled with terrifying scenes that made me jump up in some. I love the story and I love the different character designs, the mini games are really fun and rarely get boring since it's each time a different puzzle that you have to solve or play against a Mita. definitely worth the 15 bucks, no regrets for such a beautiful game",37,0.723735034465789795,76561199212234491,12.5,0
2024-12-12 08:03,4.3,推荐,This game is so damn good! It's deeper than you think it is. I'll be looking forward to the peaceful mode!,79,0.818270623683929443,76561198875461600,9.2,0
2024-12-13 16:46,3.5,推荐,"The game honestly exceeded any expectations I had going into it. Don't want to spoil anything before you give it a shot(which I do recommend), but I went into thinking that it'd be a pet simulator sort of game with a dark twist, but it was significantly more involved and kept me enthralled through my entire first playthrough. I have only gone through it once but it does leave a desire to go through it again to see what I missed the first go around. Praying for you [=]~ O Great Mita <3",28,0.714384734630584717,76561198112950018,6.2,1358
2024-12-12 13:32,4.1,推荐,"a cool linear 3-4 hour game with a neat twist on the Doki Doki idea, it's stuffed full of set pieces that my friend and I were stunned by. you can tell the devs put alot of effort into this, easily one of my favorite stylized games this year.  even at full price i still think it's worth it, plus they're adding ""peaceful"" mode in the future which sounds like you're gonna be able to play the actual sim game with Mita which seems neat.   if you want a interesting story to take up a couple hours this up there on the list for me.",26,0.706448495388031006,76561198072930947,4.1,1013
2025-01-19 23:26,11.3,推荐,good grathics good character desigh good story and lore but no sex(,61,0.702494800090789795,76561199061825719,15.4,0
2025-01-26 22:53,8.0,推荐,"A perfect blend of creativity and gameplay! Although the game doesn't have a lot of content, its quality is exceptionally high, and even the mini-games feel smooth and well-made.  Each Mita has their own unique charm and personality, shown through a cute art style that still brings the creepy and intense feeling of a classic horror game.   While Mita is incredibly, incredibly adorable, the ending left me with a strong sense of malice. I really hope future updates can include more endings-perhaps even a peaceful mode. I want to save Mita instead of feeling utterly powerless, and I believe this is a wish shared by most players.",21,0.701986730098724365,76561198959942778,13.7,66
2025-02-25 08:11,17.6,推荐,"This game is probably the best single-player game I have ever played. It feels like... Doki Doki Literature Club had a baby with Portal 2 AND a horror like Five Nights at Freddy’s all at once, don't even ask me how it's possible. Perfectly balanced; never ever ceasing to engage and surprise; mixing all the game genres imaginable and destroying every fourth, fifth, sixth wall possible so many times I've lost count.  A masterpiece.  Sure, there were a few (unscripted, I mean) minor glitches in a few places, and searching for items doesn't seem quite polished, but... still, I have never experienced any other game that balanced so well on so many razor blades at the same time. My interest was piqued ALL THE TIME, I was entertained and intrigued at EVERY moment, and I have NEVER grown tired of searching for clues to understand the lore even a bit more.  Also, there is THE ending. It doesn't matter whether it's good or bad, it's just pulled off perfectly.  And yeah, I would not call it extremely scary, but it's definitely shaky and nerve-wracking.  Usually, when I play something so incredible, I feel glad and amazed. This was not the case with MiSide, because in the end, I felt... sad, envious, and utterly crushed at the same time.  Let me elaborate.  I am one of those wannabe indie game developers who kinda struggle with actually delivering their game projects, and I'm also a modder. And MiSide is something... it feels like THE VERY SAME game I always looked for and always wanted to develop, but EVEN BETTER. Like, much, much better.  I can't even imagine how much time, effort, and L.O.V.E. this duo of devs put into this project, but playing it feels like a gamedev dream come true—something I would probably never achieve no matter how long I try. It's just so good at what it does.  So I strongly recommend playing it to pretty much everybody. And while this game has probably made me never touch Ren'Py or Photoshop ever again and forget the very idea of becoming a full-fledged gamedev, I'm still extremely grateful to MakenCat and Umeerai, whose diligence made this experience possible.  Just... thank you for showing what a good modern video game can be. And should be.",37,0.701578915119171143,76561198095919853,18.8,64
2025-01-05 20:29,6.8,推荐,The scariest part is you have to interact with women.,79,0.848818659782409668,76561198145265177,6.8,261
2025-01-01 21:21,5.5,推荐,">Game actually works on launch >No microtransactions >Affordable pricing >Designed with passion by creators who love what they're working on >Small team promotes synergy >Optimized performance >Only 2 GB >You don't need the newest modern ""epic gamer"" PC and parts >No publisher crunch >Not a publicly traded entity, so no shareholders to appease. >Good writing >Lovely soundtrack >Great voice acting, even got a pro Japanese voice actress to play Mita in their indie game, the absolute mad lads >And the most important: character designs which is the first thing that grabs people's attention. This game would not be as big if it weren't for Mita's cuteness.  (Note: Many western AAA devs fail these tasks, especially character design)  Seriously though, incredible good job on this game. Only small thing that could have been added was a crouch button, so you could look under Mitas skirt, currently the game makes you crouch automatically when needed and even then, it won't make you crouch low enough to see anything, though at least there were still couple of other parts where you could see them even without crouch. Hope that will be added for the peaceful mode at least and hopeful there will be sex update too somewhere in the future and you can get her pregnant.   Also, since this game got pretty damn popular and big so quickly which is totally deserved, i know there's unfortunately most likely gonna be a big case of certain people once again making ""you missed the point"" videos and essays and to those i say: Yeah, the point of MiSide is loli Mita and Cappie, the best parts of the game.",236,0.74737316370010376,76561198045172692,12.5,1635
2025-01-29 10:15,6.6,推荐,"---{ Graphics }--- ☐ You forget what reality is ☐ Beautiful ☑ Good ☐ Decent ☐ Bad ☐ Don‘t look too long at it ☐ MS-DOS  ---{ Gameplay }--- ☑ Very good ☐ Good ☐ It's just gameplay ☐ Mehh ☐ Watch paint dry instead ☐ Just don't  ---{ Audio }--- ☐ Eargasm ☑ Very good ☐ Good ☐ Not too bad ☐ Bad ☐ I'm now deaf  ---{ Audience }--- ☐ Kids ☑ Teens ☑ Adults ☐ Grandma  ---{ PC Requirements }--- ☐ Check if you can run paint ☐ Potato ☑ Decent ☐ Fast ☐ Rich boi ☐ Ask NASA if they have a spare computer  ---{ Game Size }--- ☐ Floppy Disk ☐ Old Fashioned ☑ Workable ☐ Big ☐ Will eat 10% of your 1TB hard drive ☐ You will want an entire hard drive to hold it ☐ You will need to invest in a black hole to hold all the data  ---{ Difficulty }--- ☐ Just press 'W' ☑ Easy ☐ Easy to learn / Hard to master ☐ Significant brain usage ☐ Difficult ☐ Dark Souls  ---{ Grind }--- ☐ Nothing to grind ☑ Only if u care about leaderboards/ranks,  ☐ Isn't necessary to progress ☐ Average grind level ☐ Too much grind ☐ You'll need a second life for grinding  ---{ Story }--- ☐ No Story ☐ Some lore ☐ Average ☐ Good ☑ Lovely ☐ It'll replace your life  ---{ Game Time }--- ☐ Long enough for a cup of coffee ☑ Short (took me 5 1/2 hours for one ending) ☐ Average ☐ Long ☐ To infinity and beyond  ---{ Price }--- ☐ It's free! ☑  Worth the price ☐ If it's on sale ☐ If u have some spare money left ☐ Not recommended ☐ You could also just burn your money  ---{ Bugs }--- ☑ Never heard of (only bugs are part of the story) ☐ Minor bugs ☐ Can get annoying ☐ ARK: Survival Evolved ☐ The game itself is a big terrarium for bugs  ---{ ? / 10 }--- ☐ 1 ☐ 2 ☐ 3 ☐ 4 ☐ 5 ☐ 6 ☐ 7 ☐ 8 ☑ 9 ☐ 10 important notes: this game cured my narcolepsy. ---{ Author }--- ☑ https://vojtastruhar.github.io/steam-review-template",229,0.745626628398895264,76561199437928572,8.7,0
2024-12-30 06:58,3.2,不推荐,no hate and ill delete this review later but at the moment for christmas they did an update and put presents all around the map and it ruins so many of the scary scenes its crazy. like im not even scared anymore cuz i just find it funny its snowing and theres a bunch of presents everywhere. it really kills the mood ngl. I hope they add a setting to be able to remove all of it,108,0.692700564861297607,76561198882249825,6.1,19
2024-12-11 17:32,5.4,推荐,waited almost 2 years for this and can happily say am not disappointed. Its an emotional roller coaster with the right amount of horror. 9/10 the only complaint is I wish it was longer because of how much I enjoyed it. Still need to go back and find the other achievements.,39,0.692381143569946289,76561198329610896,12.5,0
2024-12-29 12:49,11.6,不推荐,"Good things about MiSide: The gameplay is solid, the situations and moods are varied enough that you won't get bored, the story has good forward momentum. It will entertain you for the five or so hours it takes to finish it.  Bad things about MiSide: The characters are just one-dimensional instances of their tropes. In the end nothing is resolved, no questions are answered, no character completes an arc, no themes are treated adequately. Once those five hours are up, you'll be like ""That's it?"" and, sadly, that really is it.",112,0.686771631240844727,76561198029311933,11.6,0
2024-12-29 16:15,10.7,推荐,"Honestly a really cool premise for a surreal adventure game. As it breaks down, you encounter multiple different versions of the virtual character that have been customised to fit a user's liking with their own personality, whether they be helpful or hostile. One of Mita's primary objectives is to have the player partake in minigames, and every one of them follow this in a unique way. I loved this angle.  It does get a bit weird and disjointed in its structure, but the amount of mixed styles showcased is very impressive.  I was not expecting a genuinely unsettling chapter that takes after P.T.",76,0.732244968414306641,76561198063816497,10.7,457
